;text
1520;Au sein d'une petite résidence bien entretenue , EN 2eme et DERNIER ETAGE traversant , FORT POTENTIEL pour ce 4 Pièces de 76 M2 . Vous entrez sur un séjour qui distribue une grande terrasse exposée OUEST . Une grande cuisine et son cellier exposé EST ( possibilité d'ouvrir en partie sur l'entrée et le séjour .) 3 belles chambres et nombreux rangements . UN GARAGE DE PLEIN PIED de 15 m2 ainsi qu'une CAVE de plein pied ( 4m2 ) complètent son confort . PROCHE ECOLES , COMMERCES , BUS TRAM , ACCES AUTOROUTIERS , SOPHIA (charges maitrisées ) TRAVAUX DE RENOVATION A PREVOIR ( déjà inclus dans le prix présenté ) CONTACTER PHILIPPE FRAIS D AGENCE REDUITS dont 5.04 % honoraires TTC à la charge de l'acquéreur. Copropriété de 42 lots (Pas de procédure en cours). Charges annuelles : 2400 euros...Etat général : Travaux à prévoir..Surface séjour : 19..Surface terrasse : 15..Année de construction : 1970..Chauffage : Collectif..Fenêtre : Bois simple vitrage..Cuisine : Independante..Interphone : oui..Fibre optique : Oui..Numéro de mandat : 1450....Honoraire à la charge de l'Acquéreur : Acquéreur..Pourcentage des Honoraires à la charge de l'Acquéreur : 5.04 %..Bien En copropriété : Oui..Nombre de lots de la copropriété : 42..Montant moyen des Charges annuelles : 2400 euros..Procédure sur le Syndicat des copropriétaires : NC..Détail sur la procédure en cours : Pas de procédure en cours....
1521;Dans un bel immeuble ancien, un appartement d’angle lumineux de 98,25m2 LC au 5ème étage (sans ascenseur) avec une terrasse de 6,3m2, un balcon de 2,74m2 de trois chambres, une cuisine indépendante, une salle de bains avec WC, un séjour, une entrée/couloir, un dressing, un cellier, un placard, une cave en sous-sol...Beaucoup de potentiel. Prévoir travaux. Pas de procédures en cours. Copropriété 11 lots
1522;L'agence Stéphane Plaza Mougins est ravie de vous présenter cette charmante petite maison individuelle de 40 m² à Cannes dans le quartier très prisé de la croix de garde. Elle se compose d'un séjour avec cuisine ouverte d'une superficie d'environ 20 m² avec plusieurs rangements. A l'étage une chambre d'environ 12 m² avec aperçue mer et d'une grande salle de bain avec baignoire et fenêtre. En extérieur vous bénéficiez d'un jardin privatif d'environ 120 m² ainsi que d'une petite terrasse. Nombreux commerces et transports à proximité. Loyer 1000e cc et honoraires 518e dont 119e pour l'état des lieux Possibilité de rajouter 1 ou 2 places de parking privatives couverte en sus Copropriété de 3 lots.
1523;A voir absolument ! Situé à Antibes les Pins dans une résidence sécurisée et de standing, au 1er étage, proche de la mer, du parc Exflora, des commerces, des écoles et des plages charmant deux pièces de 45 m² environ. Il se compose d'une entrée, d'un séjour avec une cuisine américaine, d'une spacieuse chambre avec placard, d'un petit bureau, d'une salle d'eau, d'une terrasse de 7,60 m². Une cave et un parking en sous-sol complètent son confort. Idéal premier achat ou investissement locatif. Copro: 2165 lots. Charge: 1020 €/an. Honoraires charges vendeur. Réf: 6073 MRU.
1524;secteur des ANGLAIS, 13 avenue de Flotte, proche Lycée Jules Ferry. studio 28,52 m2 avec balcon 6 m2. bon état . étage élevé. orientation nord. Climatisation. cuisine meublé partiellement équipée ( four/plaque cuisson 2 feux/ refrigérateur avec partie congélateur ). cave. climatisation. loyer 545,79 EUR incluant 75 EUR de charges (chauffage.eau froide. eau chaude) . CONDITIONS D'ACCES : CDI avec revenus de 1638 EUR nets / mois OU CDD avec 8 mois restants OU caution personne physique avec revenus minimum de 2200 EUR / mois. depot de garanite 471 EUR frais agence 370,76 EUR TTC incluant etat des lieux
1525;Contacter Mr Bousquet Grégory Quartier Les Impiniers, 3 pièces traversant de 64 m2 au troisième et dernier étage sans ascenseur, composé d'une entrée, cuisine ouverte équipée avec cellier, un séjour ouvrant sur une loggia Vue Mer, salle d'eau, wc, 1 chambre vue mer, 1 chambre sur cours, exposition Est, Sud Est au calme et lumineux. Une place de parking complète le bien. FRAIS D'AGENCE RÉDUITS!!!! Contacter Mr Bousquet Grégory dont 4.55 % honoraires TTC à la charge de l'acquéreur. Copropriété de 80 lots (Pas de procédure en cours). Charges annuelles : 1100 euros...Etat général : Bon Etat..Surface séjour : 15.72..Surface terrasse : 4..Année de construction : 1970..Chauffage : Individuel..Fenêtre : PVC Double Vitrage..Cuisine : Ouverte Aménagée Equipée..Interphone : oui..Fibre optique : Oui....Honoraire à la charge de l'Acquéreur : Acquéreur..Pourcentage des Honoraires à la charge de l'Acquéreur : 4.55 %..Bien En copropriété : Oui..Nombre de lots de la copropriété : 80..Montant moyen des Charges annuelles : 1100 euros..Procédure sur le Syndicat des copropriétaires : NC..Détail sur la procédure en cours : Pas de procédure en cours....
1526;Fabron / Saint Antoine de Ginestière. F1 d'environ 31 m2 dans une petite coproprièté bien entretenu composé d'une belle pièces principale donnant sur une grande terrasse, cuisine aménagée, salle de bain avec wc, placard. Une place de parking privative et une cave accompagne l'appartement. Jolie vue montagne sans vis à vis. Proche commodité (commerce, bus...) A voir rapidement Copropriété de 19 lot . Charges NC ( syndic en cours de nomination )
1527;garibaldi - vieux nice beau 3 pièces en étage, avec double vitrage, cuisine séparée, séjour, deux chambres, salle d'eau wc séparés, idéalement situé, au calme ..Assurance Multirisques Privilège *: 17.27 € / mois ..*Services facultatifs, voir conditions en agences
1528;sur les hauteurs de st andré, au sein d'une résidence récente avec piscine, agréable 3 pièces comprenant : une entrée, un séjour avec cuisine, deux chambres, une salle de bains, des wc, une terrasse et 2 parkings. ..Assurance Multirisques Privilège *: 17.27 € / mois ..*Services facultatifs, voir conditions en agences
1529;carnoles centre proches des transports et des commerces appartement refait a neuf et meuble avec gout ..Assurance Multirisques Privilège *: 13.17 € / mois ..*Services facultatifs, voir conditions en agences
1530;dans résidence avec pisicine, joli deux pièces avec terrasse, jardin privatif, un parking double entrée, séjour, chambre, cuisine, salle de bains, wc, terrasse et jardin ..Assurance Multirisques Privilège *: 13.17 € / mois ..*Services facultatifs, voir conditions en agences
1531;FONCIA vous propose en EXCLUSIVITE un appartement en duplex au MOULIN DU LOUP, belle bâtisse du XVIIème siècle comprenant : une entrée, un séjour ayant une grande hauteur sous plafond et donnant sur un jardin privatif, une mezzanine, une cuisine, une salle de bains et W.C , une cave. Ce charmant domaine sécurisé vous offre également de larges espaces verdoyant, une piscine, un cours de tennis et un terrain de pétanque. La mer et les commodités accessibles à pied, l?accès direct au bord de la rivière du Loup qui débouche à 750 mètres plus loin sur la mer. Proche hippodrome.
1532;Appartement Exceptionnel terrasse SUD ! RARE ! Dans une résidence haut de gamme, Grand Paris Invest vous propose cet appartement de 4 pièces. Au dernier étage, l'appartement se compose d'une entrée avec rangement distribuant un séjour et une cuisine donnant sur une terrasse de plus de 100m² exposé SUD-EST et un jardin sur toit de plus de 45m². Pour l'espace nuit, trois chambres, une salle de bains et WC séparé. Deux places de parking et une cave complète l'offre. Bâtiment Basse Consommation (BBC). FRAIS DE NOTAIRE RÉDUITS ! Contactez M. ROQUES.
1533;Installez-vous dans un nouveau logement avec un charmant appartement de type studio dans la commune de Nice. Le bâtiment est conforme aux normes en matière d'accessibilité. Si vous recherchez un appartement pour réaliser votre premier achat, cette annonce est faite pour vous. CHABERT GROUP se fera un plaisir de vous aider pour planifier une visite. Le domicile offre 27 m² et se constitue d'un espace cuisine, un coin salon de 17 m² et une salle de bain. La construction s'est terminée en 2011, le bâtiment est donc très récent. Des fenêtres à double vitrage assurent la tranquillité des occupants. Le prix de vente est fixé à 149 000 EUR. Le montant de l'impôt foncier s'élève à 543 EUR pour les douze mois, ce qui correspond à plus ou moins 45 EUR chaque mois.
1534;EXCLUSIVITÉ CIPIÈRES APPARTEMENT En plein coeur du village, au 1er étage d'une maison, avec belle vue dégagée, un appartement traversant de 4 pièces en duplex, à rénover, d'une surface habitable d'environ 63 m² et totale de 70 m² (au sol). Il se compose sur 2 niveaux, au 1er niveau: un palier, une cuisine américaine, un séjour avec cheminée, un toilette avec lave main, au second niveau: un dégagement, deux chambres, un bureau et une salle de douche avec toilette. Réf. Annonce: 4286787.
1535;Le BAR-SUR-LOUP - Un Charme fou !! VOUS RECHERCHEZ UN COUP DE COEUR ? Ce bien est pour vous ! Situé sur les hauteurs de Bar sur Loup, au calme absolu, beaucoup de charme pour ce mas du 18 éme siècle rénové avec goût d'environ 140 m² se composant en rez-de-jardin: d'une entrée, un vaste séjour / salle à manger avec cheminée, une cuisine et un WC indépendant. En demi-niveau: une chambre et un espace buanderie. Au 1er étage: un dégagement desservant 3 chambres dont une avec terrasse, une salle de douches avec WC, une salle de bains avec WC et un dressing. Le tout sur un terrain en larges restanques d'environ 2.126 m² agrémenté d'une superbe piscine construite récemment, d'une vaste terrasse en travertin & ainsi qu'un unique salon d'été extérieur avec cheminée. Abris jardin, parking. Superbe vue dégagée avec échappée mer. A voir rapidement !
1536;Devenez propriétaire du logement de vos rêves en optant pour ce magnifique appartement de 81.5 m² à Nice, au coeur du quartier éco-responsable de la ZAC Meridia. .. Alliance de l'esthétique, de la luminosité et du fonctionnel, avec ce 4 pièces au 16ème étage, le confort a été étudié pour chaque espace. Le bien est composé d'un séjour/cuisine de 31 m², de trois chambres de 12.4 m², 9.4 m² et 9.3 m², d'une entrée de 5.4 m², de deux salles de bain de 3 m² et 1.8 m² ainsi que d'un WC de 4.4 m². La superficie du bien est prolongée par une terrasse de 31.5 m² offrant des vues dégagées sur les collines et le littoral méditerranéen. .. Les points forts: .. - très proche des commerces, des services, des établissements et de nombreuses activités de loisirs .. - Arrêt de tramway Méridia (Ligne 3) au pied d'immeuble .. - à 5 minutes à pied du Palais Nikaïa .. - à 5 minutes en tramway de la promenade des anglais .. - à 7 minutes en tramway de l'Allianz Rivieira .. - à 7 minutes en tramway de l'aéroport international de Nice Côte d'Azur .. - à 8 minutes en voiture du centre commercial Cap 3000 .. - à 10 minutes en voiture des plages .. - à 15 minutes en tramway de la gare et du centre de Nice. .. Prix de l'appartement: 599 000 Euros. Parking inclus. Contactez-nous par téléphone ou par mail pour plus d'informations sur cet appartement.
1537;Devenez propriétaire du logement de vos rêves en optant pour ce magnifique appartement de 81.4 m² à Nice, au coeur du quartier éco-responsable de la ZAC Meridia. .. Alliance de l'esthétique, de la luminosité et du fonctionnel, avec ce 4 pièces au 6ème étage, le confort a été étudié pour chaque espace. Le bien est composé d'un séjour/cuisine de 25.2 m², de trois chambres de 13.4 m², 9.3 m² et 9.1 m², d'une entrée de 4.5 m², d'un dressing de 4.8 m², d'une salle de bain de 4.6 m² ainsi que d'un WC de 4 m². La superficie du bien est prolongée par une terrasse de 29.2 m² offrant des vues dégagées sur les collines et le littoral méditerranéen. .. Les points forts: .. - très proche des commerces, des services, des établissements et de nombreuses activités de loisirs .. - Arrêt de tramway Méridia (Ligne 3) au pied d'immeuble .. - à 5 minutes à pied du Palais Nikaïa .. - à 5 minutes en tramway de la promenade des anglais .. - à 7 minutes en tramway de l'Allianz Rivieira .. - à 7 minutes en tramway de l'aéroport international de Nice Côte d'Azur .. - à 8 minutes en voiture du centre commercial Cap 3000 .. - à 10 minutes en voiture des plages .. - à 15 minutes en tramway de la gare et du centre de Nice. .. Prix de l'appartement: 484 000 Euros. Parking inclus. Contactez-nous par téléphone ou par mail pour plus d'informations sur cet appartement.
1538;VILLA TYPE BASTIDE RÉNOVÉE EN 2 APPARTEMENTS Mougins, exposée sud, à pied des commerces et en position dominante, villa de type bastide 4CH/4SDB d'une surface habitable d'environ 220 m², constituée de 2 appartements indépendants et édifiée sur un terrain de 1373 m². Au rez-de-chaussée, appartement 1 de 110 m², constitué d'un séjour, cuisine ouverte, 2 chambres en suite, avec salle de bains ou salle de douches. À l'étage, appartement 2 de 110 m², avec les mêmes caractéristiques. En complément, Jardin clos de respectivement 388 m² et 455 m² et double parking pour chacun des appartements, terrain piscinable et combles aménageables de 23 m² pour l'appartement de l'étage.
